dt,dt_iso,timezone,city_name,lat,lon,temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1672531200,2023-01-01 00:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,293.45,292.95,290.3,296.7,1012,54,6.63,64,7.22,,,13,801,Clouds,few clouds,02n
1672534800,2023-01-01 01:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,293.45,292.95,290.3,296.7,1012,54,6.63,64,7.22,,,13,801,Clouds,few clouds,02n
1672538400,2023-01-01 02:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,293.26,292.92,291.17,295.95,1013,61,7.55,89,6.91,,,38,802,Clouds,scattered clouds,03n
1672542000,2023-01-01 03:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,293.26,292.92,291.17,295.95,1013,61,7.55,89,6.91,,,38,802,Clouds,scattered clouds,03n
1672545600,2023-01-01 04:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,293.26,292.92,291.17,295.95,1013,61,7.55,89,6.91,,,38,802,Clouds,scattered clouds,03d
1672549200,2023-01-01 05:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,295.94,295.74,295.25,296.41,1014,56,6.35,93,6.82,,,5,800,Clear,sky is clear,01d
1672552800,2023-01-01 06:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,295.94,295.74,295.25,296.41,1014,56,6.35,93,6.82,,,5,800,Clear,sky is clear,01d
1672556400,2023-01-01 07:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,295.94,295.74,295.25,296.41,1014,56,6.35,93,6.82,,,5,800,Clear,sky is clear,01d
1672560000,2023-01-01 08:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,300.2,300.68,297.06,302.13,1013,51,4.41,114,6.82,,,7,800,Clear,sky is clear,01d
1672563600,2023-01-01 09:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,300.2,300.68,297.06,302.13,1013,51,4.41,114,6.82,,,7,800,Clear,sky is clear,01d
1672567200,2023-01-01 10:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,300.2,300.68,297.06,302.13,1013,51,4.41,114,6.82,,,7,800,Clear,sky is clear,01d
1672570800,2023-01-01 11:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,301.22,301.96,297.58,303.92,1010,53,5.05,177,4.52,,,5,800,Clear,sky is clear,01d
1672574400,2023-01-01 12:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,301.22,301.96,297.58,303.92,1010,53,5.05,177,4.52,,,5,800,Clear,sky is clear,01d
1672578000,2023-01-01 13:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,301.22,301.96,297.58,303.92,1010,53,5.05,177,4.52,,,5,800,Clear,sky is clear,01d
1672581600,2023-01-01 14:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,298.52,298.52,297.67,300.46,1009,54,4.35,238,3.95,,,2,800,Clear,sky is clear,01d
1672585200,2023-01-01 15:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,298.52,298.52,297.67,300.46,1009,54,4.35,238,3.95,,,2,800,Clear,sky is clear,01d
1672588800,2023-01-01 16:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,298.52,298.52,297.67,300.46,1009,54,4.35,238,3.95,,,2,800,Clear,sky is clear,01n
1672592400,2023-01-01 17:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,295.42,295.24,293.11,297.9,1010,59,4.2,220,3.9,,,4,800,Clear,sky is clear,01n
1672596000,2023-01-01 18:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,295.42,295.24,293.11,297.9,1010,59,4.2,220,3.9,,,4,800,Clear,sky is clear,01n
1672599600,2023-01-01 19:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,295.42,295.24,293.11,297.9,1010,59,4.2,220,3.9,,,4,800,Clear,sky is clear,01n
1672603200,2023-01-01 20:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,294.72,294.47,292.25,298.05,1010,59,2.2,57,5.61,,,8,800,Clear,sky is clear,01n
1672606800,2023-01-01 21:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,294.72,294.47,292.25,298.05,1010,59,2.2,57,5.61,,,8,800,Clear,sky is clear,01n
1672610400,2023-01-01 22:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,294.72,294.47,292.25,298.05,1010,59,2.2,57,5.61,,,8,800,Clear,sky is clear,01n
1672614000,2023-01-01 23:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,294.46,294,292.69,297.25,1011,52,7.22,75,11.43,,,85,804,Clouds,overcast clouds,04n
1672617600,2023-01-02 00:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,294.46,294,292.69,297.25,1011,52,7.22,75,11.43,,,85,804,Clouds,overcast clouds,04n
1672621200,2023-01-02 01:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,294.46,294,292.69,297.25,1011,52,7.22,75,11.43,,,85,804,Clouds,overcast clouds,04n
1672624800,2023-01-02 02:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,292.89,292.49,290.24,295.82,1012,60,8.86,91,10.3,,,47,802,Clouds,scattered clouds,03n
1672628400,2023-01-02 03:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,292.89,292.49,290.24,295.82,1012,60,8.86,91,10.3,,,47,802,Clouds,scattered clouds,03n
1672632000,2023-01-02 04:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,292.89,292.49,290.24,295.82,1012,60,8.86,91,10.3,,,47,802,Clouds,scattered clouds,03d
1672635600,2023-01-02 05:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,296.67,296.51,295.81,297.48,1014,55,9.11,105,11.96,,,5,800,Clear,sky is clear,01d
1672639200,2023-01-02 06:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,296.67,296.51,295.81,297.48,1014,55,9.11,105,11.96,,,5,800,Clear,sky is clear,01d
1672642800,2023-01-02 07:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,296.67,296.51,295.81,297.48,1014,55,9.11,105,11.96,,,5,800,Clear,sky is clear,01d
1672646400,2023-01-02 08:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,300.66,301.64,297.65,303.25,1013,57,8.16,100,10.11,,,4,800,Clear,sky is clear,01d
1672650000,2023-01-02 09:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,300.66,301.64,297.65,303.25,1013,57,8.16,100,10.11,,,4,800,Clear,sky is clear,01d
1672653600,2023-01-02 10:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,300.66,301.64,297.65,303.25,1013,57,8.16,100,10.11,,,4,800,Clear,sky is clear,01d
1672657200,2023-01-02 11:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,300.58,301.79,297.07,303.32,1010,60,8.33,177,7.83,,,8,800,Clear,sky is clear,01d
1672660800,2023-01-02 12:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,300.58,301.79,297.07,303.32,1010,60,8.33,177,7.83,,,8,800,Clear,sky is clear,01d
1672664400,2023-01-02 13:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,300.58,301.79,297.07,303.32,1010,60,8.33,177,7.83,,,8,800,Clear,sky is clear,01d
1672668000,2023-01-02 14:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,298.85,298.99,297.58,300.89,1010,58,6.11,217,5.73,,,27,802,Clouds,scattered clouds,03d
1672671600,2023-01-02 15:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,298.85,298.99,297.58,300.89,1010,58,6.11,217,5.73,,,27,802,Clouds,scattered clouds,03d
1672675200,2023-01-02 16:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,298.85,298.99,297.58,300.89,1010,58,6.11,217,5.73,,,27,802,Clouds,scattered clouds,03n
1672678800,2023-01-02 17:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,295.39,295.16,293.13,297.59,1012,57,1.9,208,1.71,,,5,800,Clear,sky is clear,01n
1672682400,2023-01-02 18:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,295.39,295.16,293.13,297.59,1012,57,1.9,208,1.71,,,5,800,Clear,sky is clear,01n
1672686000,2023-01-02 19:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,295.39,295.16,293.13,297.59,1012,57,1.9,208,1.71,,,5,800,Clear,sky is clear,01n
1672689600,2023-01-02 20:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,294.94,294.82,292.21,298.06,1012,63,4.66,101,9.12,,,7,800,Clear,sky is clear,01n
1672693200,2023-01-02 21:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,294.94,294.82,292.21,298.06,1012,63,4.66,101,9.12,,,7,800,Clear,sky is clear,01n
1672696800,2023-01-02 22:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,294.94,294.82,292.21,298.06,1012,63,4.66,101,9.12,,,7,800,Clear,sky is clear,01n
1672700400,2023-01-02 23:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,293.38,292.97,290.37,296.8,1011,58,10.36,70,13.25,,,5,800,Clear,sky is clear,01n
1672704000,2023-01-03 00:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,293.38,292.97,290.37,296.8,1011,58,10.36,70,13.25,,,5,800,Clear,sky is clear,01n
1672707600,2023-01-03 01:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,293.38,292.97,290.37,296.8,1011,58,10.36,70,13.25,,,5,800,Clear,sky is clear,01n
1672711200,2023-01-03 02:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,292.85,292.42,290.43,296.3,1013,59,7.56,84,10.45,,,5,800,Clear,sky is clear,01n
1672714800,2023-01-03 03:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,292.85,292.42,290.43,296.3,1013,59,7.56,84,10.45,,,5,800,Clear,sky is clear,01n
1672718400,2023-01-03 04:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,292.85,292.42,290.43,296.3,1013,59,7.56,84,10.45,,,5,800,Clear,sky is clear,01d
1672722000,2023-01-03 05:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,296.27,296.26,295.97,296.66,1015,62,6.76,111,8.74,,,5,800,Clear,sky is clear,01d
1672725600,2023-01-03 06:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,296.27,296.26,295.97,296.66,1015,62,6.76,111,8.74,,,5,800,Clear,sky is clear,01d
1672729200,2023-01-03 07:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,296.27,296.26,295.97,296.66,1015,62,6.76,111,8.74,,,5,800,Clear,sky is clear,01d
1672732800,2023-01-03 08:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,300,301.04,296.71,302.25,1014,60,4.34,136,5.87,,,11,801,Clouds,few clouds,02d
1672736400,2023-01-03 09:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,300,301.04,296.71,302.25,1014,60,4.34,136,5.87,,,11,801,Clouds,few clouds,02d
1672740000,2023-01-03 10:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,300,301.04,296.71,302.25,1014,60,4.34,136,5.87,,,11,801,Clouds,few clouds,02d
1672743600,2023-01-03 11:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,300.87,302.1,297.94,303.11,1011,59,6.31,93,8.21,,,40,802,Clouds,scattered clouds,03d
1672747200,2023-01-03 12:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,300.87,302.1,297.94,303.11,1011,59,6.31,93,8.21,,,40,802,Clouds,scattered clouds,03d
1672750800,2023-01-03 13:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,300.87,302.1,297.94,303.11,1011,59,6.31,93,8.21,,,40,802,Clouds,scattered clouds,03d
1672754400,2023-01-03 14:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,297.02,297.13,293.83,300,1011,64,9.95,83,11.31,,,21,801,Clouds,few clouds,02d
1672758000,2023-01-03 15:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,297.02,297.13,293.83,300,1011,64,9.95,83,11.31,,,21,801,Clouds,few clouds,02d
1672761600,2023-01-03 16:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,297.02,297.13,293.83,300,1011,64,9.95,83,11.31,,,21,801,Clouds,few clouds,02n
1672765200,2023-01-03 17:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,295.13,295.08,293.48,297.9,1012,65,4.53,55,7.05,,,5,800,Clear,sky is clear,01n
1672768800,2023-01-03 18:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,295.13,295.08,293.48,297.9,1012,65,4.53,55,7.05,,,5,800,Clear,sky is clear,01n
1672772400,2023-01-03 19:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,295.13,295.08,293.48,297.9,1012,65,4.53,55,7.05,,,5,800,Clear,sky is clear,01n
1672776000,2023-01-03 20:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,294.39,294.19,291.6,297.26,1013,62,6.96,72,10.33,,,9,800,Clear,sky is clear,01n
1672779600,2023-01-03 21:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,294.39,294.19,291.6,297.26,1013,62,6.96,72,10.33,,,9,800,Clear,sky is clear,01n
1672783200,2023-01-03 22:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,294.39,294.19,291.6,297.26,1013,62,6.96,72,10.33,,,9,800,Clear,sky is clear,01n
1672786800,2023-01-03 23:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,293.88,293.65,290.61,296.58,1011,63,8.23,71,11.35,,,9,800,Clear,sky is clear,01n
1672790400,2023-01-04 00:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,293.88,293.65,290.61,296.58,1011,63,8.23,71,11.35,,,9,800,Clear,sky is clear,01n
1672794000,2023-01-04 01:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,293.88,293.65,290.61,296.58,1011,63,8.23,71,11.35,,,9,800,Clear,sky is clear,01n
1672797600,2023-01-04 02:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,293.32,293.01,289.81,296.47,1012,62,9.24,84,12.53,,,10,800,Clear,sky is clear,01n
1672801200,2023-01-04 03:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,293.32,293.01,289.81,296.47,1012,62,9.24,84,12.53,,,10,800,Clear,sky is clear,01n
1672804800,2023-01-04 04:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,293.32,293.01,289.81,296.47,1012,62,9.24,84,12.53,,,10,800,Clear,sky is clear,01d
1672808400,2023-01-04 05:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,296.55,296.59,296.1,297.22,1014,63,7.35,95,10,,,5,800,Clear,sky is clear,01d
1672812000,2023-01-04 06:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,296.55,296.59,296.1,297.22,1014,63,7.35,95,10,,,5,800,Clear,sky is clear,01d
1672815600,2023-01-04 07:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,296.55,296.59,296.1,297.22,1014,63,7.35,95,10,,,5,800,Clear,sky is clear,01d
1672819200,2023-01-04 08:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,300.82,301.75,297.33,303.03,1013,56,4.49,119,6.63,,,3,800,Clear,sky is clear,01d
1672822800,2023-01-04 09:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,300.82,301.75,297.33,303.03,1013,56,4.49,119,6.63,,,3,800,Clear,sky is clear,01d
1672826400,2023-01-04 10:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,300.82,301.75,297.33,303.03,1013,56,4.49,119,6.63,,,3,800,Clear,sky is clear,01d
1672830000,2023-01-04 11:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,299.56,299.56,296.73,303.17,1010,64,5.99,228,5.46,,,53,803,Clouds,broken clouds,04d
1672833600,2023-01-04 12:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,299.56,299.56,296.73,303.17,1010,64,5.99,228,5.46,,,53,803,Clouds,broken clouds,04d
1672837200,2023-01-04 13:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,299.56,299.56,296.73,303.17,1010,64,5.99,228,5.46,,,53,803,Clouds,broken clouds,04d
1672840800,2023-01-04 14:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,298.22,298.45,297.38,299.24,1009,64,6.62,242,6.14,,,32,802,Clouds,scattered clouds,03d
1672844400,2023-01-04 15:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,298.22,298.45,297.38,299.24,1009,64,6.62,242,6.14,,,32,802,Clouds,scattered clouds,03d
1672848000,2023-01-04 16:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,298.22,298.45,297.38,299.24,1009,64,6.62,242,6.14,,,32,802,Clouds,scattered clouds,03n
1672851600,2023-01-04 17:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,296.02,296.11,293.43,297.32,1012,67,4.62,228,4.31,,,65,803,Clouds,broken clouds,04n
1672855200,2023-01-04 18:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,296.02,296.11,293.43,297.32,1012,67,4.62,228,4.31,,,65,803,Clouds,broken clouds,04n
1672858800,2023-01-04 19:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,296.02,296.11,293.43,297.32,1012,67,4.62,228,4.31,,,65,803,Clouds,broken clouds,04n
1672862400,2023-01-04 20:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,295.53,295.52,294.13,297.63,1012,65,2.47,144,2.82,,,86,804,Clouds,overcast clouds,04n
1672866000,2023-01-04 21:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,295.53,295.52,294.13,297.63,1012,65,2.47,144,2.82,,,86,804,Clouds,overcast clouds,04n
1672869600,2023-01-04 22:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,295.53,295.52,294.13,297.63,1012,65,2.47,144,2.82,,,86,804,Clouds,overcast clouds,04n
1672873200,2023-01-04 23:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,294.34,294.16,291.12,296.9,1011,63,6.35,68,6.12,,,14,801,Clouds,few clouds,02n
1672876800,2023-01-05 00:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,294.34,294.16,291.12,296.9,1011,63,6.35,68,6.12,,,14,801,Clouds,few clouds,02n
1672880400,2023-01-05 01:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,294.34,294.16,291.12,296.9,1011,63,6.35,68,6.12,,,14,801,Clouds,few clouds,02n
1672884000,2023-01-05 02:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,293.18,292.78,289.25,296.48,1012,59,7.96,79,10.25,,,36,802,Clouds,scattered clouds,03n
1672887600,2023-01-05 03:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,293.18,292.78,289.25,296.48,1012,59,7.96,79,10.25,,,36,802,Clouds,scattered clouds,03n
1672891200,2023-01-05 04:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,293.18,292.78,289.25,296.48,1012,59,7.96,79,10.25,,,36,802,Clouds,scattered clouds,03d
1672894800,2023-01-05 05:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,295.9,295.77,294.38,297.03,1014,59,9.75,81,12.3,,,5,800,Clear,sky is clear,01d
1672898400,2023-01-05 06:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,295.9,295.77,294.38,297.03,1014,59,9.75,81,12.3,,,5,800,Clear,sky is clear,01d
1672902000,2023-01-05 07:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,295.9,295.77,294.38,297.03,1014,59,9.75,81,12.3,,,5,800,Clear,sky is clear,01d
1672905600,2023-01-05 08:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,301.25,302.41,297.84,304.74,1013,57,5.58,96,6.53,,,10,800,Clear,sky is clear,01d
1672909200,2023-01-05 09:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,301.25,302.41,297.84,304.74,1013,57,5.58,96,6.53,,,10,800,Clear,sky is clear,01d
1672912800,2023-01-05 10:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,301.25,302.41,297.84,304.74,1013,57,5.58,96,6.53,,,10,800,Clear,sky is clear,01d
1672916400,2023-01-05 11:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,301.62,303.32,297.23,306.61,1010,60,5.51,177,5,,,9,800,Clear,sky is clear,01d
1672920000,2023-01-05 12:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,301.62,303.32,297.23,306.61,1010,60,5.51,177,5,,,9,800,Clear,sky is clear,01d
1672923600,2023-01-05 13:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,301.62,303.32,297.23,306.61,1010,60,5.51,177,5,,,9,800,Clear,sky is clear,01d
1672927200,2023-01-05 14:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,298.24,298.42,297.38,299.57,1009,62,5.41,229,5.2,,,35,802,Clouds,scattered clouds,03d
1672930800,2023-01-05 15:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,298.24,298.42,297.38,299.57,1009,62,5.41,229,5.2,,,35,802,Clouds,scattered clouds,03d
1672934400,2023-01-05 16:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,298.24,298.42,297.38,299.57,1009,62,5.41,229,5.2,,,35,802,Clouds,scattered clouds,03n
1672938000,2023-01-05 17:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,295.32,295.21,292.88,297.53,1011,62,3.57,205,3.21,,,4,800,Clear,sky is clear,01n
1672941600,2023-01-05 18:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,295.32,295.21,292.88,297.53,1011,62,3.57,205,3.21,,,4,800,Clear,sky is clear,01n
1672945200,2023-01-05 19:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,295.32,295.21,292.88,297.53,1011,62,3.57,205,3.21,,,4,800,Clear,sky is clear,01n
1672948800,2023-01-05 20:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,294.3,294.09,291.33,297.7,1011,62,1.72,205,1.81,,,20,801,Clouds,few clouds,02n
1672952400,2023-01-05 21:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,294.3,294.09,291.33,297.7,1011,62,1.72,205,1.81,,,20,801,Clouds,few clouds,02n
1672956000,2023-01-05 22:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,294.3,294.09,291.33,297.7,1011,62,1.72,205,1.81,,,20,801,Clouds,few clouds,02n
1672959600,2023-01-05 23:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,292.84,292.72,290.68,295.98,1011,71,3.31,51,3.2,,1,5,500,Rain,light rain,10n
1672963200,2023-01-06 00:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,292.84,292.72,290.68,295.98,1011,71,3.31,51,3.2,,1,5,500,Rain,light rain,10n
1672966800,2023-01-06 01:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,292.84,292.72,290.68,295.98,1011,71,3.31,51,3.2,,1,5,500,Rain,light rain,10n
1672970400,2023-01-06 02:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,292.17,291.64,289.83,296.43,1013,58,3.89,69,3.91,,1,4,500,Rain,light rain,10n
1672974000,2023-01-06 03:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,292.17,291.64,289.83,296.43,1013,58,3.89,69,3.91,,1,4,500,Rain,light rain,10n
1672977600,2023-01-06 04:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,292.17,291.64,289.83,296.43,1013,58,3.89,69,3.91,,1,4,500,Rain,light rain,10d
1672981200,2023-01-06 05:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,296.22,296.02,294.74,297.84,1015,55,4.98,105,5.61,,,7,800,Clear,sky is clear,01d
1672984800,2023-01-06 06:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,296.22,296.02,294.74,297.84,1015,55,4.98,105,5.61,,,7,800,Clear,sky is clear,01d
1672988400,2023-01-06 07:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,296.22,296.02,294.74,297.84,1015,55,4.98,105,5.61,,,7,800,Clear,sky is clear,01d
1672992000,2023-01-06 08:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,301.13,302.35,296.04,304.87,1014,58,4.55,120,5.21,,,15,801,Clouds,few clouds,02d
1672995600,2023-01-06 09:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,301.13,302.35,296.04,304.87,1014,58,4.55,120,5.21,,,15,801,Clouds,few clouds,02d
1672999200,2023-01-06 10:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,301.13,302.35,296.04,304.87,1014,58,4.55,120,5.21,,,15,801,Clouds,few clouds,02d
1673002800,2023-01-06 11:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,301.71,302.59,297.27,306.32,1010,53,5.23,196,5.11,,,28,802,Clouds,scattered clouds,03d
1673006400,2023-01-06 12:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,301.71,302.59,297.27,306.32,1010,53,5.23,196,5.11,,,28,802,Clouds,scattered clouds,03d
1673010000,2023-01-06 13:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,301.71,302.59,297.27,306.32,1010,53,5.23,196,5.11,,,28,802,Clouds,scattered clouds,03d
1673013600,2023-01-06 14:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,299.2,299.2,297.51,300.87,1010,61,5.07,214,4.91,,,10,800,Clear,sky is clear,01d
1673017200,2023-01-06 15:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,299.2,299.2,297.51,300.87,1010,61,5.07,214,4.91,,,10,800,Clear,sky is clear,01d
1673020800,2023-01-06 16:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,299.2,299.2,297.51,300.87,1010,61,5.07,214,4.91,,,10,800,Clear,sky is clear,01n
1673024400,2023-01-06 17:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,295.23,295.24,293.06,297.76,1011,67,4.55,246,4.5,,,0,800,Clear,sky is clear,01n
1673028000,2023-01-06 18:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,295.23,295.24,293.06,297.76,1011,67,4.55,246,4.5,,,0,800,Clear,sky is clear,01n
1673031600,2023-01-06 19:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,295.23,295.24,293.06,297.76,1011,67,4.55,246,4.5,,,0,800,Clear,sky is clear,01n
1673035200,2023-01-06 20:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,294.2,294.08,290.91,297.77,1012,66,2.81,183,2.72,,,4,800,Clear,sky is clear,01n
1673038800,2023-01-06 21:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,294.2,294.08,290.91,297.77,1012,66,2.81,183,2.72,,,4,800,Clear,sky is clear,01n
1673042400,2023-01-06 22:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,294.2,294.08,290.91,297.77,1012,66,2.81,183,2.72,,,4,800,Clear,sky is clear,01n
1673046000,2023-01-06 23:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,292.92,292.73,290.6,296.31,1011,68,2.9,347,2.72,,,17,801,Clouds,few clouds,02n
1673049600,2023-01-07 00:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,292.92,292.73,290.6,296.31,1011,68,2.9,347,2.72,,,17,801,Clouds,few clouds,02n
1673053200,2023-01-07 01:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,292.92,292.73,290.6,296.31,1011,68,2.9,347,2.72,,,17,801,Clouds,few clouds,02n
1673056800,2023-01-07 02:00:00 +0000 UTC,10800,Custom location,0.629072,33.640099,292.18,291.89,289.25,295.66,1012,67,2.02,31,1.8,,0.13,50,500,Rain,light rain,10n
