dt,dt_iso,timezone,city_name,lat,lon,temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1677981600,2023-03-05 02:00:00 +0000 UTC,11931,Custom location,0.629072,33.640099,293.23,293.51,293.23,293.23,1012,85,2.05,161,2.15,,,100,804,Clouds,overcast clouds,04n
1677985200,2023-03-05 03:00:00 +0000 UTC,11932,Custom location,0.629072,33.640099,292.9,293.15,292.9,292.9,1012,85,2.46,171,2.74,,,100,804,Clouds,overcast clouds,04n
1677988800,2023-03-05 04:00:00 +0000 UTC,11933,Custom location,0.629072,33.640099,292.7,292.88,292.7,292.7,1013,83,3,170,3.98,,,100,804,Clouds,overcast clouds,04d
1677992400,2023-03-05 05:00:00 +0000 UTC,11934,Custom location,0.629072,33.640099,294.89,294.97,294.89,294.89,1014,71,3.26,150,8.41,,,100,804,Clouds,overcast clouds,04d
1677996000,2023-03-05 06:00:00 +0000 UTC,11935,Custom location,0.629072,33.640099,297.39,297.18,297.39,297.39,1014,50,5,125,8.81,,,100,804,Clouds,overcast clouds,04d
1677999600,2023-03-05 07:00:00 +0000 UTC,11936,Custom location,0.629072,33.640099,300.58,300.18,300.58,300.58,1014,37,4.57,113,5.84,,,100,804,Clouds,overcast clouds,04d
1678003200,2023-03-05 08:00:00 +0000 UTC,11937,Custom location,0.629072,33.640099,303.25,302.07,303.25,303.25,1012,31,3.74,108,4.17,,,100,804,Clouds,overcast clouds,04d
1678006800,2023-03-05 09:00:00 +0000 UTC,11938,Custom location,0.629072,33.640099,305.1,303.6,305.1,305.1,1011,27,2.13,107,3.37,,,100,804,Clouds,overcast clouds,04d
1678010400,2023-03-05 10:00:00 +0000 UTC,11939,Custom location,0.629072,33.640099,306.79,305.13,306.79,306.79,1009,24,0.87,203,4.19,,,100,804,Clouds,overcast clouds,04d
1678014000,2023-03-05 11:00:00 +0000 UTC,11940,Custom location,0.629072,33.640099,307.46,305.66,307.46,307.46,1007,22,2.86,233,5.99,,,100,804,Clouds,overcast clouds,04d
1678017600,2023-03-05 12:00:00 +0000 UTC,11941,Custom location,0.629072,33.640099,306.73,305.31,306.73,306.73,1006,26,4.12,215,5.34,,,100,804,Clouds,overcast clouds,04d
1678021200,2023-03-05 13:00:00 +0000 UTC,11942,Custom location,0.629072,33.640099,306.31,305.21,306.31,306.31,1005,29,5.1,206,5.48,,,100,804,Clouds,overcast clouds,04d
1678024800,2023-03-05 14:00:00 +0000 UTC,11943,Custom location,0.629072,33.640099,304.88,304.14,304.88,304.88,1005,34,6.49,211,5.83,,,97,804,Clouds,overcast clouds,04d
1678028400,2023-03-05 15:00:00 +0000 UTC,11944,Custom location,0.629072,33.640099,301.76,301.81,301.76,301.76,1006,45,6.53,203,6.97,,,98,804,Clouds,overcast clouds,04d
1678032000,2023-03-05 16:00:00 +0000 UTC,11945,Custom location,0.629072,33.640099,298.42,298.54,298.42,298.42,1008,59,5.85,192,9.19,,,99,804,Clouds,overcast clouds,04n
1678035600,2023-03-05 17:00:00 +0000 UTC,11946,Custom location,0.629072,33.640099,296.33,296.51,296.33,296.33,1009,69,4.27,186,9.1,,,99,804,Clouds,overcast clouds,04n
1678039200,2023-03-05 18:00:00 +0000 UTC,11947,Custom location,0.629072,33.640099,295.28,295.48,295.28,295.28,1010,74,2.61,173,5.64,,,97,804,Clouds,overcast clouds,04n
1678042800,2023-03-05 19:00:00 +0000 UTC,11948,Custom location,0.629072,33.640099,294.75,294.95,294.75,294.75,1011,76,1.96,168,5.37,,,100,804,Clouds,overcast clouds,04n
1678046400,2023-03-05 20:00:00 +0000 UTC,11949,Custom location,0.629072,33.640099,294.77,294.97,294.77,294.77,1012,76,1.31,50,1.77,,,100,804,Clouds,overcast clouds,04n
1678050000,2023-03-05 21:00:00 +0000 UTC,11950,Custom location,0.629072,33.640099,295.4,295.59,295.4,295.4,1011,73,1.74,88,3.26,,,100,804,Clouds,overcast clouds,04n
1678053600,2023-03-05 22:00:00 +0000 UTC,11951,Custom location,0.629072,33.640099,295.49,295.66,295.49,295.49,1011,72,1.69,132,4.01,,,100,804,Clouds,overcast clouds,04n
1678057200,2023-03-05 23:00:00 +0000 UTC,11952,Custom location,0.629072,33.640099,294.93,295.02,294.93,294.93,1010,71,2.26,155,4.62,,,88,804,Clouds,overcast clouds,04n
1678147200,2023-03-07 00:00:00 +0000 UTC,11953,Custom location,0.629072,33.640099,293.86,293.89,293.86,293.86,1009,73,3.16,156,5.26,,,73,803,Clouds,broken clouds,04n
1678150800,2023-03-07 01:00:00 +0000 UTC,11954,Custom location,0.629072,33.640099,293.08,293.4,293.08,293.08,1009,87,2.8,166,3.62,,,95,804,Clouds,overcast clouds,04n
1678154400,2023-03-07 02:00:00 +0000 UTC,11955,Custom location,0.629072,33.640099,292.9,293.15,292.9,292.9,1009,85,3.76,156,7.56,,,97,804,Clouds,overcast clouds,04n
1678158000,2023-03-07 03:00:00 +0000 UTC,11956,Custom location,0.629072,33.640099,293.05,292.74,293.05,293.05,1010,63,4.05,152,7.84,,,96,804,Clouds,overcast clouds,04n
1678161600,2023-03-07 04:00:00 +0000 UTC,11957,Custom location,0.629072,33.640099,292.31,291.74,292.31,292.31,1011,56,4.11,146,9.1,,,97,804,Clouds,overcast clouds,04d
1678165200,2023-03-07 05:00:00 +0000 UTC,11958,Custom location,0.629072,33.640099,294.76,294.28,294.76,294.76,1011,50,4.17,141,10.08,,,85,804,Clouds,overcast clouds,04d
1678168800,2023-03-07 06:00:00 +0000 UTC,11959,Custom location,0.629072,33.640099,299.43,299.43,299.43,299.43,1011,37,5.59,131,8.64,,,87,804,Clouds,overcast clouds,04d
1678172400,2023-03-07 07:00:00 +0000 UTC,11960,Custom location,0.629072,33.640099,303.63,302.01,303.63,303.63,1010,25,5.81,119,6.77,,,77,803,Clouds,broken clouds,04d
1678176000,2023-03-07 08:00:00 +0000 UTC,11961,Custom location,0.629072,33.640099,305.84,303.85,305.84,305.84,1009,21,4.57,119,4.3,,,77,803,Clouds,broken clouds,04d
1678179600,2023-03-07 09:00:00 +0000 UTC,11962,Custom location,0.629072,33.640099,307.24,305.12,307.24,307.24,1008,19,3.53,140,3.03,,,58,803,Clouds,broken clouds,04d
1678183200,2023-03-07 10:00:00 +0000 UTC,11963,Custom location,0.629072,33.640099,308.62,306.48,308.62,308.62,1006,18,3.87,179,5.24,,,57,803,Clouds,broken clouds,04d
1678186800,2023-03-07 11:00:00 +0000 UTC,11964,Custom location,0.629072,33.640099,308.41,306.62,308.41,308.41,1005,21,5.95,199,6.32,,,54,803,Clouds,broken clouds,04d
1678190400,2023-03-07 12:00:00 +0000 UTC,11965,Custom location,0.629072,33.640099,306.33,304.73,306.33,306.33,1004,25,5.84,201,4.26,,,60,803,Clouds,broken clouds,04d
1678194000,2023-03-07 13:00:00 +0000 UTC,11966,Custom location,0.629072,33.640099,306.52,304.73,306.52,306.52,1003,23,5.96,207,4.71,,,79,803,Clouds,broken clouds,04d
1678197600,2023-03-07 14:00:00 +0000 UTC,11967,Custom location,0.629072,33.640099,305.86,304.21,305.86,305.86,1003,25,7.1,205,5.29,,,54,803,Clouds,broken clouds,04d
1678201200,2023-03-07 15:00:00 +0000 UTC,11968,Custom location,0.629072,33.640099,303.07,301.98,303.07,303.07,1004,32,7.11,207,7.47,,,58,803,Clouds,broken clouds,04d
1678204800,2023-03-07 16:00:00 +0000 UTC,11969,Custom location,0.629072,33.640099,298.88,298.68,298.88,298.88,1005,45,5.07,213,9.08,,,61,803,Clouds,broken clouds,04n
1678208400,2023-03-07 17:00:00 +0000 UTC,11970,Custom location,0.629072,33.640099,295.58,295.5,295.58,295.58,1006,62,3.71,209,9.05,,,66,803,Clouds,broken clouds,04n
1678212000,2023-03-07 18:00:00 +0000 UTC,11971,Custom location,0.629072,33.640099,295.27,295.29,295.27,295.27,1007,67,2.39,183,6.34,,,72,803,Clouds,broken clouds,04n
1678215600,2023-03-07 19:00:00 +0000 UTC,11972,Custom location,0.629072,33.640099,294.35,294.38,294.35,294.35,1009,71,2.69,96,3.74,,,93,804,Clouds,overcast clouds,04n
1678219200,2023-03-07 20:00:00 +0000 UTC,11973,Custom location,0.629072,33.640099,293.94,294.01,293.94,293.94,1009,74,1.78,116,1.83,,,80,803,Clouds,broken clouds,04n
1678222800,2023-03-07 21:00:00 +0000 UTC,11974,Custom location,0.629072,33.640099,294.04,294.09,294.04,294.04,1009,73,0.91,115,0.95,,,75,803,Clouds,broken clouds,04n
1678226400,2023-03-07 22:00:00 +0000 UTC,11975,Custom location,0.629072,33.640099,293.74,293.79,293.74,293.74,1009,74,0.8,64,0.86,,,67,803,Clouds,broken clouds,04n
1678230000,2023-03-07 23:00:00 +0000 UTC,11976,Custom location,0.629072,33.640099,294.36,294.36,294.36,294.36,1008,70,0.33,185,0.68,,,69,803,Clouds,broken clouds,04n
1678233600,2023-03-08 00:00:00 +0000 UTC,11977,Custom location,0.629072,33.640099,293.73,293.67,293.73,293.73,1008,70,1.46,193,1.48,,,60,803,Clouds,broken clouds,04n
1678237200,2023-03-08 01:00:00 +0000 UTC,11978,Custom location,0.629072,33.640099,293.13,292.91,293.13,293.13,1008,66,1.37,151,1.44,,,54,803,Clouds,broken clouds,04n
1678240800,2023-03-08 02:00:00 +0000 UTC,11979,Custom location,0.629072,33.640099,292.42,292.05,292.42,292.42,1008,63,2.14,128,2.16,,,67,803,Clouds,broken clouds,04n
1678244400,2023-03-08 03:00:00 +0000 UTC,11980,Custom location,0.629072,33.640099,291.32,290.86,291.32,291.32,1009,64,1.55,125,1.95,,,65,803,Clouds,broken clouds,04n
1678248000,2023-03-08 04:00:00 +0000 UTC,11981,Custom location,0.629072,33.640099,290.96,290.47,290.96,290.96,1010,64,1.34,136,1.67,,,51,803,Clouds,broken clouds,04d
1678251600,2023-03-08 05:00:00 +0000 UTC,11982,Custom location,0.629072,33.640099,294.75,294.25,294.75,294.75,1010,49,2.26,121,4.19,,,43,802,Clouds,scattered clouds,03d
1678255200,2023-03-08 06:00:00 +0000 UTC,11983,Custom location,0.629072,33.640099,299.62,299.62,299.62,299.62,1010,36,3.2,102,4.03,,,38,802,Clouds,scattered clouds,03d
1678258800,2023-03-08 07:00:00 +0000 UTC,11984,Custom location,0.629072,33.640099,303.83,302.26,303.83,303.83,1010,26,3.14,90,3.45,,,15,801,Clouds,few clouds,02d
1678262400,2023-03-08 08:00:00 +0000 UTC,11985,Custom location,0.629072,33.640099,306.54,304.56,306.54,306.54,1008,21,2.26,79,1.92,,,22,801,Clouds,few clouds,02d
1678266000,2023-03-08 09:00:00 +0000 UTC,11986,Custom location,0.629072,33.640099,308.82,306.7,308.82,308.82,1007,18,0.55,156,1.88,,,19,801,Clouds,few clouds,02d
1678269600,2023-03-08 10:00:00 +0000 UTC,11987,Custom location,0.629072,33.640099,309.07,306.86,309.07,309.07,1005,17,3.15,214,3.37,,,17,801,Clouds,few clouds,02d
1678273200,2023-03-08 11:00:00 +0000 UTC,11988,Custom location,0.629072,33.640099,308.44,306.52,308.44,308.44,1004,20,5.98,208,5.29,,,26,802,Clouds,scattered clouds,03d
1678276800,2023-03-08 12:00:00 +0000 UTC,11989,Custom location,0.629072,33.640099,307.81,305.93,307.81,307.81,1004,21,7.74,210,5.37,,,34,802,Clouds,scattered clouds,03d
1678280400,2023-03-08 13:00:00 +0000 UTC,11990,Custom location,0.629072,33.640099,304.15,302.88,304.15,304.15,1004,30,5.93,185,5.07,,,98,804,Clouds,overcast clouds,04d
1678284000,2023-03-08 14:00:00 +0000 UTC,11991,Custom location,0.629072,33.640099,301.29,300.94,301.29,301.29,1005,40,5.67,187,7.69,,,98,804,Clouds,overcast clouds,04d
1678287600,2023-03-08 15:00:00 +0000 UTC,11992,Custom location,0.629072,33.640099,299.92,300.25,299.92,299.92,1005,48,5.23,193,8.11,,,94,804,Clouds,overcast clouds,04d
1678291200,2023-03-08 16:00:00 +0000 UTC,11993,Custom location,0.629072,33.640099,298.17,298.14,298.17,298.17,1006,54,3.97,194,7.36,,,86,804,Clouds,overcast clouds,04n
1678294800,2023-03-08 17:00:00 +0000 UTC,11994,Custom location,0.629072,33.640099,295.66,295.69,295.66,295.66,1007,66,3.59,174,7.3,,,72,803,Clouds,broken clouds,04n
1678298400,2023-03-08 18:00:00 +0000 UTC,11995,Custom location,0.629072,33.640099,295.8,295.92,295.8,295.8,1007,69,3.03,157,6.85,,,71,803,Clouds,broken clouds,04n
1678302000,2023-03-08 19:00:00 +0000 UTC,11996,Custom location,0.629072,33.640099,296.03,296.1,296.03,296.03,1008,66,3.26,116,6.59,,,84,803,Clouds,broken clouds,04n
1678305600,2023-03-08 20:00:00 +0000 UTC,11997,Custom location,0.629072,33.640099,294.85,294.96,294.85,294.85,1009,72,2.86,117,6.16,,,62,803,Clouds,broken clouds,04n
1678309200,2023-03-08 21:00:00 +0000 UTC,11998,Custom location,0.629072,33.640099,295.37,295.37,295.37,295.37,1009,66,2,142,2.78,,,65,803,Clouds,broken clouds,04n
1678312800,2023-03-08 22:00:00 +0000 UTC,11999,Custom location,0.629072,33.640099,294.86,294.71,294.86,294.86,1009,62,2.42,120,3.2,,,56,803,Clouds,broken clouds,04n
1678316400,2023-03-08 23:00:00 +0000 UTC,12000,Custom location,0.629072,33.640099,295.22,294.94,295.22,295.22,1008,56,1.04,156,2.14,,,64,803,Clouds,broken clouds,04n
1678320000,2023-03-09 00:00:00 +0000 UTC,12001,Custom location,0.629072,33.640099,294.81,294.52,294.81,294.81,1008,57,1.86,268,1.84,,,69,803,Clouds,broken clouds,04n
1678323600,2023-03-09 01:00:00 +0000 UTC,12002,Custom location,0.629072,33.640099,293.92,293.75,293.92,293.92,1009,65,2.51,231,2.84,,,69,803,Clouds,broken clouds,04n
1678327200,2023-03-09 02:00:00 +0000 UTC,12003,Custom location,0.629072,33.640099,294.95,294.75,294.95,294.95,1009,60,2.43,217,3.01,,,84,803,Clouds,broken clouds,04n
1678330800,2023-03-09 03:00:00 +0000 UTC,12004,Custom location,0.629072,33.640099,295.53,295.31,295.53,295.53,1009,57,1.91,191,2.1,,,90,804,Clouds,overcast clouds,04n
1678334400,2023-03-09 04:00:00 +0000 UTC,12005,Custom location,0.629072,33.640099,294.83,294.57,294.83,294.83,1010,58,1.47,174,1.72,,,92,804,Clouds,overcast clouds,04d
1678338000,2023-03-09 05:00:00 +0000 UTC,12006,Custom location,0.629072,33.640099,297.83,297.61,297.83,297.83,1011,48,1.4,190,2.24,,,94,804,Clouds,overcast clouds,04d
1678341600,2023-03-09 06:00:00 +0000 UTC,12007,Custom location,0.629072,33.640099,300.95,300.46,300.95,300.95,1011,37,2.31,167,2.98,,,94,804,Clouds,overcast clouds,04d
1678345200,2023-03-09 07:00:00 +0000 UTC,12008,Custom location,0.629072,33.640099,302.97,301.81,302.97,302.97,1011,31,2.77,142,3.42,,,52,803,Clouds,broken clouds,04d
1678348800,2023-03-09 08:00:00 +0000 UTC,12009,Custom location,0.629072,33.640099,304.98,303.38,304.98,304.98,1010,26,3.01,154,2.13,,,76,803,Clouds,broken clouds,04d
1678352400,2023-03-09 09:00:00 +0000 UTC,12010,Custom location,0.629072,33.640099,306.6,304.81,306.6,306.6,1009,23,3.24,177,3.23,,,84,803,Clouds,broken clouds,04d
1678356000,2023-03-09 10:00:00 +0000 UTC,12011,Custom location,0.629072,33.640099,307.79,306.03,307.79,307.79,1007,22,4.66,188,3.34,,,82,803,Clouds,broken clouds,04d
1678359600,2023-03-09 11:00:00 +0000 UTC,12012,Custom location,0.629072,33.640099,304.39,303.04,304.39,304.39,1006,29,6.35,192,5.04,,,86,804,Clouds,overcast clouds,04d
1678363200,2023-03-09 12:00:00 +0000 UTC,12013,Custom location,0.629072,33.640099,305.53,304.17,305.53,305.53,1005,28,5.71,183,4.22,,,84,803,Clouds,broken clouds,04d
1678366800,2023-03-09 13:00:00 +0000 UTC,12014,Custom location,0.629072,33.640099,304.55,303.3,304.55,304.55,1005,30,5.62,202,4,,,78,803,Clouds,broken clouds,04d
1678370400,2023-03-09 14:00:00 +0000 UTC,12015,Custom location,0.629072,33.640099,302.64,301.81,302.64,302.64,1005,35,5.36,184,5.21,,,88,804,Clouds,overcast clouds,04d
1678374000,2023-03-09 15:00:00 +0000 UTC,12016,Custom location,0.629072,33.640099,300.56,300.5,300.56,300.56,1006,43,5.88,172,7.6,,,92,804,Clouds,overcast clouds,04d
1678377600,2023-03-09 16:00:00 +0000 UTC,12017,Custom location,0.629072,33.640099,298.7,298.67,298.7,298.7,1006,52,5.97,196,9.34,,,93,804,Clouds,overcast clouds,04n
1678381200,2023-03-09 17:00:00 +0000 UTC,12018,Custom location,0.629072,33.640099,296.82,296.81,296.82,296.82,1008,60,3.96,184,8.17,,,84,803,Clouds,broken clouds,04n
1678384800,2023-03-09 18:00:00 +0000 UTC,12019,Custom location,0.629072,33.640099,295.25,295.32,295.25,295.25,1008,69,3.48,192,7.88,,,75,803,Clouds,broken clouds,04n
1678388400,2023-03-09 19:00:00 +0000 UTC,12020,Custom location,0.629072,33.640099,294.58,294.66,294.58,294.58,1009,72,2.6,207,4.1,,,99,804,Clouds,overcast clouds,04n
1678392000,2023-03-09 20:00:00 +0000 UTC,12021,Custom location,0.629072,33.640099,294.05,294.15,294.05,294.05,1009,75,1.73,189,1.79,,,99,804,Clouds,overcast clouds,04n
1678395600,2023-03-09 21:00:00 +0000 UTC,12022,Custom location,0.629072,33.640099,293.59,293.7,293.59,293.59,1010,77,1.41,141,1.57,,,90,804,Clouds,overcast clouds,04n
1678399200,2023-03-09 22:00:00 +0000 UTC,12023,Custom location,0.629072,33.640099,294.96,295.05,294.96,294.96,1010,71,1.37,288,1.58,,,92,804,Clouds,overcast clouds,04n
1678402800,2023-03-09 23:00:00 +0000 UTC,12024,Custom location,0.629072,33.640099,294.85,294.9,294.85,294.85,1009,70,0.85,247,0.99,0.13,,93,500,Rain,light rain,10n
1678406400,2023-03-10 00:00:00 +0000 UTC,12025,Custom location,0.629072,33.640099,295.06,295.13,295.06,295.06,1009,70,1.32,200,1.43,,,96,804,Clouds,overcast clouds,04n
1678410000,2023-03-10 01:00:00 +0000 UTC,12026,Custom location,0.629072,33.640099,294.77,294.87,294.77,294.77,1009,72,1.95,231,2.4,,,97,804,Clouds,overcast clouds,04n
1678413600,2023-03-10 02:00:00 +0000 UTC,12027,Custom location,0.629072,33.640099,293.46,293.58,293.46,293.46,1009,78,2.45,209,3.23,,,88,804,Clouds,overcast clouds,04n
1678417200,2023-03-10 03:00:00 +0000 UTC,12028,Custom location,0.629072,33.640099,292.88,293.02,292.88,292.88,1010,81,1.83,199,1.87,,,85,804,Clouds,overcast clouds,04n
1678420800,2023-03-10 04:00:00 +0000 UTC,12029,Custom location,0.629072,33.640099,292.76,292.87,292.76,292.76,1010,80,1.87,168,1.91,,,74,803,Clouds,broken clouds,04d
1678424400,2023-03-10 05:00:00 +0000 UTC,12030,Custom location,0.629072,33.640099,295.76,295.8,295.76,295.76,1011,66,2.53,156,4.93,,,79,803,Clouds,broken clouds,04d
1678428000,2023-03-10 06:00:00 +0000 UTC,12031,Custom location,0.629072,33.640099,299.25,299.25,299.25,299.25,1011,52,3.51,167,4.34,,,83,803,Clouds,broken clouds,04d
1678431600,2023-03-10 07:00:00 +0000 UTC,12032,Custom location,0.629072,33.640099,301.31,301.18,301.31,301.31,1011,43,3.34,194,3.1,,,62,803,Clouds,broken clouds,04d
1678435200,2023-03-10 08:00:00 +0000 UTC,12033,Custom location,0.629072,33.640099,303.27,302.54,303.27,303.27,1010,36,3.44,200,2.34,,,71,803,Clouds,broken clouds,04d
1678438800,2023-03-10 09:00:00 +0000 UTC,12034,Custom location,0.629072,33.640099,305.21,304.15,305.21,305.21,1009,31,3.89,201,3.58,,,67,803,Clouds,broken clouds,04d
1678442400,2023-03-10 10:00:00 +0000 UTC,12035,Custom location,0.629072,33.640099,305.47,304.33,305.47,305.47,1007,30,4.48,201,3.69,,,75,803,Clouds,broken clouds,04d
1678446000,2023-03-10 11:00:00 +0000 UTC,12036,Custom location,0.629072,33.640099,302.88,302.23,302.88,302.88,1006,37,5.44,209,4.29,,,80,803,Clouds,broken clouds,04d
1678449600,2023-03-10 12:00:00 +0000 UTC,12037,Custom location,0.629072,33.640099,301.28,301.15,301.28,301.28,1006,43,5.48,219,5.42,,,83,803,Clouds,broken clouds,04d
1678453200,2023-03-10 13:00:00 +0000 UTC,12038,Custom location,0.629072,33.640099,299.87,300.2,299.87,299.87,1006,48,4.9,181,6.3,,,100,804,Clouds,overcast clouds,04d
1678456800,2023-03-10 14:00:00 +0000 UTC,12039,Custom location,0.629072,33.640099,300.48,300.68,300.48,300.48,1006,47,4.85,150,5.9,,,94,804,Clouds,overcast clouds,04d
1678460400,2023-03-10 15:00:00 +0000 UTC,12040,Custom location,0.629072,33.640099,300.19,300.48,300.19,300.19,1006,48,3.72,169,4.83,,,95,804,Clouds,overcast clouds,04d
1678464000,2023-03-10 16:00:00 +0000 UTC,12041,Custom location,0.629072,33.640099,297.98,297.95,297.98,297.98,1006,55,2.62,203,3.99,,,95,804,Clouds,overcast clouds,04n
1678467600,2023-03-10 17:00:00 +0000 UTC,12042,Custom location,0.629072,33.640099,295.62,295.65,295.62,295.62,1007,66,2.43,211,2.71,,,83,803,Clouds,broken clouds,04n
1678471200,2023-03-10 18:00:00 +0000 UTC,12043,Custom location,0.629072,33.640099,295.2,295.24,295.2,295.2,1008,68,2.84,219,3.73,,,77,803,Clouds,broken clouds,04n
1678474800,2023-03-10 19:00:00 +0000 UTC,12044,Custom location,0.629072,33.640099,294.45,294.49,294.45,294.45,1009,71,1.55,201,1.56,,,36,802,Clouds,scattered clouds,03n
1678478400,2023-03-10 20:00:00 +0000 UTC,12045,Custom location,0.629072,33.640099,294.02,294.07,294.02,294.02,1010,73,1.94,158,1.91,,,50,802,Clouds,scattered clouds,03n
1678482000,2023-03-10 21:00:00 +0000 UTC,12046,Custom location,0.629072,33.640099,295.03,295.1,295.03,295.03,1010,70,1.05,153,1.16,,,67,803,Clouds,broken clouds,04n
1678485600,2023-03-10 22:00:00 +0000 UTC,12047,Custom location,0.629072,33.640099,294.66,294.75,294.66,294.66,1009,72,0.76,329,1.17,0.28,,75,500,Rain,light rain,10n
1678489200,2023-03-10 23:00:00 +0000 UTC,12048,Custom location,0.629072,33.640099,294.07,294.23,294.07,294.07,1008,77,0.47,212,0.66,0.32,,79,500,Rain,light rain,10n
1678579200,2023-03-12 00:00:00 +0000 UTC,12049,Custom location,0.629072,33.640099,291.52,291.84,291.52,291.52,1010,93,1.55,258,1.66,0.97,,91,500,Rain,light rain,10n
1678582800,2023-03-12 01:00:00 +0000 UTC,12050,Custom location,0.629072,33.640099,292.23,292.52,292.23,292.23,1010,89,1.72,244,2.34,0.15,,100,500,Rain,light rain,10n
1678586400,2023-03-12 02:00:00 +0000 UTC,12051,Custom location,0.629072,33.640099,292.53,292.8,292.53,292.53,1010,87,1.49,250,2.11,,,99,804,Clouds,overcast clouds,04n
1678590000,2023-03-12 03:00:00 +0000 UTC,12052,Custom location,0.629072,33.640099,292.61,292.83,292.61,292.61,1011,85,1.69,245,2.11,0.4,,99,500,Rain,light rain,10n
1678593600,2023-03-12 04:00:00 +0000 UTC,12053,Custom location,0.629072,33.640099,292.53,292.77,292.53,292.53,1011,86,1.48,230,2.11,0.22,,100,500,Rain,light rain,10d
1678597200,2023-03-12 05:00:00 +0000 UTC,12054,Custom location,0.629072,33.640099,293.6,293.87,293.6,293.6,1012,83,1.74,220,4.17,0.27,,100,500,Rain,light rain,10d
1678600800,2023-03-12 06:00:00 +0000 UTC,12055,Custom location,0.629072,33.640099,294.65,294.89,294.65,294.65,1013,78,3.01,210,5.42,0.11,,100,500,Rain,light rain,10d
1678604400,2023-03-12 07:00:00 +0000 UTC,12056,Custom location,0.629072,33.640099,296.32,296.52,296.32,296.32,1013,70,3.89,201,5.21,0.23,,100,500,Rain,light rain,10d
1678608000,2023-03-12 08:00:00 +0000 UTC,12057,Custom location,0.629072,33.640099,297.36,297.53,297.36,297.36,1013,65,4.63,199,4.92,0.49,,97,500,Rain,light rain,10d
1678611600,2023-03-12 09:00:00 +0000 UTC,12058,Custom location,0.629072,33.640099,298.18,298.36,298.18,298.18,1012,62,4.88,200,4.82,0.33,,97,500,Rain,light rain,10d
1678615200,2023-03-12 10:00:00 +0000 UTC,12059,Custom location,0.629072,33.640099,299.26,299.26,299.26,299.26,1011,59,4.84,202,4.49,0.7,,90,500,Rain,light rain,10d
1678618800,2023-03-12 11:00:00 +0000 UTC,12060,Custom location,0.629072,33.640099,299.83,300.6,299.83,299.83,1009,56,4.69,199,4.51,0.58,,87,500,Rain,light rain,10d
1678622400,2023-03-12 12:00:00 +0000 UTC,12061,Custom location,0.629072,33.640099,300.84,301.34,300.84,300.84,1008,51,5.55,214,4.61,,,75,803,Clouds,broken clouds,04d
1678626000,2023-03-12 13:00:00 +0000 UTC,12062,Custom location,0.629072,33.640099,300.98,301.33,300.98,300.98,1007,49,5.23,211,4.36,,,92,804,Clouds,overcast clouds,04d
1678629600,2023-03-12 14:00:00 +0000 UTC,12063,Custom location,0.629072,33.640099,300.26,300.67,300.26,300.26,1007,50,5.12,204,4.18,,,96,804,Clouds,overcast clouds,04d
1678633200,2023-03-12 15:00:00 +0000 UTC,12064,Custom location,0.629072,33.640099,297.77,297.85,297.77,297.77,1008,60,1.96,175,3.49,0.14,,97,500,Rain,light rain,10d
1678636800,2023-03-12 16:00:00 +0000 UTC,12065,Custom location,0.629072,33.640099,294.76,294.96,294.76,294.76,1010,76,0.77,26,2.19,0.16,,98,500,Rain,light rain,10n
1678640400,2023-03-12 17:00:00 +0000 UTC,12066,Custom location,0.629072,33.640099,294.08,294.34,294.08,294.08,1010,81,0.76,103,1.56,0.25,,96,500,Rain,light rain,10n
1678644000,2023-03-12 18:00:00 +0000 UTC,12067,Custom location,0.629072,33.640099,293.88,294.07,293.88,293.88,1011,79,2.17,177,3.31,,,86,804,Clouds,overcast clouds,04n
1678647600,2023-03-12 19:00:00 +0000 UTC,12068,Custom location,0.629072,33.640099,293.28,293.49,293.28,293.28,1011,82,2.84,188,4.51,,,98,804,Clouds,overcast clouds,04n
1678651200,2023-03-12 20:00:00 +0000 UTC,12069,Custom location,0.629072,33.640099,292.87,293.09,292.87,292.87,1012,84,2.04,182,2.57,,,89,804,Clouds,overcast clouds,04n
1678654800,2023-03-12 21:00:00 +0000 UTC,12070,Custom location,0.629072,33.640099,293.43,293.65,293.43,293.43,1011,82,1.51,178,1.96,0.13,,92,500,Rain,light rain,10n
1678658400,2023-03-12 22:00:00 +0000 UTC,12071,Custom location,0.629072,33.640099,293.16,293.41,293.16,293.16,1011,84,2.02,165,2.68,0.13,,94,500,Rain,light rain,10n
1678662000,2023-03-12 23:00:00 +0000 UTC,12072,Custom location,0.629072,33.640099,292.78,293.04,292.78,292.78,1010,86,1.44,169,1.69,,,95,804,Clouds,overcast clouds,04n
1678492800,2023-03-11 00:00:00 +0000 UTC,12073,Custom location,0.629072,33.640099,294.22,294.31,294.22,294.22,1008,74,0.61,157,0.81,0.12,,78,500,Rain,light rain,10n
1678496400,2023-03-11 01:00:00 +0000 UTC,12074,Custom location,0.629072,33.640099,294.41,294.5,294.41,294.41,1008,73,1.47,195,1.51,,,99,804,Clouds,overcast clouds,04n
1678500000,2023-03-11 02:00:00 +0000 UTC,12075,Custom location,0.629072,33.640099,294.24,294.31,294.24,294.24,1009,73,0.92,172,0.92,,,95,804,Clouds,overcast clouds,04n
